Worker ID,0,1,2,3,4,5,6,7,8,9
17JV8ELEU7BEO6RH,0.4164871428571428,0.17819590909090913,0.47863,0.731001,0.26260999999999995,0.17966750000000004,0.21757400000000002,0.6694916666666667,0.4777349999999999,0.1701940909090909
2V7T44XFY2YSQVX4,0.2921657142857143,0.45083624999999994,0.302412,0.41795199999999993,0.63564,0.4161632142857143,0.2923954545454545,0.3428541666666667,5.798541999999999,0.31416884615384616
38FG38CD13Z8ZCOT,0.32225,0.32087499999999997,0.6104,0.23125000000000004,0.2240909090909091,0.39690000000000003,0.32480000000000003,0.324,0.4885999999999999,0.26845454545454545
4EJQNYH2BXR3PGQB,0.4381581818181818,0.32646437500000003,0.47605583333333334,0.33102,0.637415,0.21638399999999997,0.2832395,2.431479166666667,0.411449,0.3434640909090909
4XKGDGATK2UOQG4F,2.1614314285714284,0.3020131818181819,0.435919,0.3211270833333333,0.67963,0.6035953846153845,0.4916455,1.8972666666666669,1.1233590000000002,0.39703136363636365
6GVK07QIYDDLOS2W,0.45214071428571423,0.35632318181818184,0.7564050000000001,0.8694079999999997,0.31178727272727275,0.6417977272727273,0.9941195,0.6350314285714286,0.788294,0.41113999999999995
B0BDYGYK955RHVD9,0.7338707142857144,0.45035818181818177,0.6026775,1.021757,0.37322909090909084,0.6080840000000001,0.828398,1.1118983333333334,0.8511769999999999,0.45928681818181827
D62P5XBK1841K9TA,0.2681428571428571,0.43437500000000007,0.6574,0.3212,0.23727272727272722,0.362,0.36839999999999995,0.6788666666666666,0.36360000000000003,0.20736363636363642
OCSH1AH2U2HPMMGA,0.6313021428571428,0.6273778947368422,0.583053,0.863175,1.4227816666666666,0.3712454545454546,0.4013730000000001,1.8551970670391067,0.564775,0.29075636363636365
R4NBW72X9WPCIF2D,0.3255995,0.3040305,0.6503208333333333,0.5478379999999999,0.3499777272727273,0.3117230000000001,0.6905775,0.8602691666666668,0.9892750000000001,0.35415545454545455
SWQLUM1GXAL3GO7K,0.26898318181818176,0.368055,0.896776875,0.2412504166666666,0.4956708333333333,0.24372999999999995,0.38584250000000003,0.5565091666666667,1.4435129999999998,0.31485045454545457
TVACQAK8FJSFNNXH,0.31646681818181815,0.21678772727272733,0.60514125,0.32163499999999995,0.2642136363636364,1.2176763636363637,0.3891105,0.4474541666666667,0.632896,0.5757027272727272
VO692QXHW6XBEV01,0.5377142857142857,0.28569230769230775,0.5336,0.6990000000000001,0.5268571428571429,0.35536363636363644,0.3627000000000001,0.5045000000000001,0.6422857142857143,0.3144545454545455
WM0XGQVWQZXBRS6I,0.6494864285714286,0.808091875,0.9283862500000001,0.9402535000000002,0.8546940909090908,0.6869962499999999,0.6365615,1.8346425000000002,1.301026,0.8483536363636365
XOVYRPF12SDZ9DHL,0.40999499999999994,0.2338081818181818,1.3403383333333334,0.35785833333333333,0.5833425,0.502653,0.474648,1.1135533333333334,0.49838699999999997,0.37622999999999995
